code,type,title,lyrics,pinyin
R5-3,PnW,让赞美飞扬,在这美丽的时刻，我们相聚在一起。神的爱拥抱着我们，神的灵充满这地。当称谢进入祂的门，当赞美进入祂的院，击鼓跳舞扬声欢呼，凡有气息都要赞美祂。让赞美从四处响起，让音符在空中飞舞，让我们的心向神敞开。让赞美从四处响起，让音符在空中飞舞，让我们的心向神敞开。,zai zhe mei li de shi ke wo men xiang ju zai yi qi shen de ai yong bao zhe wo men shen de ling chong man zhe di dang cheng xie jin ru ta de men dang zan mei jin ru ta de yuan ji gu tiao wu yang sheng huan hu fan you qi xi dou yao zan mei ta rang zan mei cong si chu xiang qi rang yin fu zai kong zhong fei wu rang wo men de xin xiang shen chang kai rang zan mei cong si chu xiang qi rang yin fu zai kong zhong fei wu rang wo men de xin xiang shen chang kai
R5-4,PnW,认识祢真好,"如同朝露中的小草，蓝天中的小鸟，我整颗心被幸福围绕。
哦，我慈爱的天父，认识你真好，你赐的福分别处我找不着。
你使我抛开一切烦恼，喜乐充满，在心头燃烧。
认识你真好，认识你真好，今生今世我不再寻找。
哦主啊，认识你真好，认识你真好，只愿分分秒秒，在你慈爱的怀抱。",ru tong zhao lu zhong de xiao cao lan tian zhong de xiao niao wo zheng ke xin bei xing fu wei rao o wo ci ai de tian fu ren shi ni zhen hao ni ci de fu fen bie chu wo zhao bu zhe ni shi wo pao kai yi qie fan nao xi le chong man zai xin tou ran shao ren shi ni zhen hao ren shi ni zhen hao jin sheng jin shi wo bu zai xun zhao o zhu a ren shi ni zhen hao ren shi ni zhen hao zhi yuan fen fen miao miao zai ni ci ai de huai bao
R5-5,PnW,荣耀的呼召,"将自己献上当作活祭，作主圣洁贵重的器皿，
祢丰富恩惠必充足浇灌我，使我瓦器里充满莫大能力。
高举双手赞美祢我主，全心全人都给祢耶稣，
一生意义，活出荣耀的呼召，勇敢地向着标竿直跑。
跟随耶稣，爱我的主，我爱祢，耶稣。
跟随耶稣，爱我的主，我爱祢，耶稣。",jiang zi ji xian shang dang zuo huo ji zuo zhu sheng jie gui zhong de qi min mi feng fu en hui bi chong zu jiao guan wo shi wo wa qi li chong man mo da neng li gao ju shuang shou zan mei mi wo zhu quan xin quan ren dou gei mi ye su yi sheng yi yi huo chu rong yao de hu zhao yong gan di xiang zhe biao gan zhi pao gen sui ye su ai wo de zhu wo ai mi ye su gen sui ye su ai wo de zhu wo ai mi ye su
R5-6,PnW,荣耀都归祢,"哈利路亚 荣耀归宝座羔羊
哈利路亚 荣耀都归你 荣耀都归你真神
我一生都要来敬拜你
哈利路亚 我的手 我的口 我全心我全人都要敬拜你",ha li lu ya rong yao gui bao zuo gao yang ha li lu ya rong yao dou gui ni rong yao dou gui ni zhen shen wo yi sheng dou yao lai jing bai ni ha li lu ya wo de shou wo de kou wo quan xin wo quan ren dou yao jing bai ni
R5-7,PnW,荣耀神羔羊,"荣耀，荣耀，荣耀神羔羊，
荣耀，荣耀，荣耀神羔羊。
惟有他是荣耀、尊贵配得赞美，
在宝座上的真神羔羊；
来敬拜他，高声齐来颂扬，
在宝座上的羔羊。",rong yao rong yao rong yao shen gao yang rong yao rong yao rong yao shen gao yang wei you ta shi rong yao zun gui pei de zan mei zai bao zuo shang de zhen shen gao yang lai jing bai ta gao sheng qi lai song yang zai bao zuo shang de gao yang
R5-8,PnW,荣耀至高神,"至高的真神，能将祢国度降临这地
荣耀得胜大君王，祢荣美无人能及
耶稣基督神爱子，全地都向祢屈膝
父子圣灵三一神，祢荣耀存到永远

荣耀至高神，喔喔喔赞美
高举祢名超乎万名之上
诸天述说祢的荣耀
穹苍传扬祢的手段
荣耀的君王，配得所有赞美
凡有气息都要歌颂
尊贵荣耀，能力权柄
都是属至高真神

至圣至荣，可颂可畏，全能三一神
曾在今在，以后永在，全地都颂赞
属天荣耀，我口宣说，耶稣神爱子
君王之王，万主之主，作王到永远",zhi gao de zhen shen neng jiang mi guo du jiang lin zhe di rong yao de sheng da jun wang mi rong mei wu ren neng ji ye su ji du shen ai zi quan di dou xiang mi qu xi fu zi sheng ling san yi shen mi rong yao cun dao yong yuan rong yao zhi gao shen wo wo o zan mei gao ju mi ming chao hu wan ming zhi shang zhu tian shu shuo mi de rong yao qiong cang chuan yang mi de shou duan rong yao de jun wang pei de suo you zan mei fan you qi xi dou yao ge song zun gui rong yao neng li quan bing dou shi shu zhi gao zhen shen zhi sheng zhi rong ke song ke wei quan neng san yi shen ceng zai jin zai yi hou yong zai quan di dou song zan shu tian rong yao wo kou xuan shuo ye su shen ai zi jun wang zhi wang wan zhu zhi zhu zuo wang dao yong yuan
R5-9,PnW,若非耶和华,"若非耶和华建造房屋，建造的人就枉然劳力
若非耶和华看守城池，看守的人就枉然儆醒
我行若非神所悦，一切将拆毁
我行若非神祝福，一切都必徒然",ruo fei ye he hua jian zao fang wu jian zao de ren jiu wang ran lao li ruo fei ye he hua kan shou cheng chi kan shou de ren jiu wang ran jing xing wo xing ruo fei shen suo yue yi qie jiang chai hui wo xing ruo fei shen zhu fu yi qie dou bi tu ran
R6-1,PnW,让全地都听见,"我要向主唱新歌，我要称颂祢的名，我要天天传扬祢救恩。
因祢慈爱永长存，因祢信实到万代，因祢至高是万王之王。
让我们欢呼歌颂，让全地都听见，祢行奇事，作为使我赞叹。
祢有恩典，满有怜悯，总是不叫我失去盼望。
让我们欢呼歌颂，让全地都听见，祢是拯救，是我力量盾牌。
应允呼求，使我心里有能力，赞美祢，让全地都听见。",wo yao xiang zhu chang xin ge wo yao cheng song mi de ming wo yao tian tian chuan yang mi jiu en yin mi ci ai yong chang cun yin mi xin shi dao wan dai yin mi zhi gao shi wan wang zhi wang rang wo men huan hu ge song rang quan di dou ting jian mi xing qi shi zuo wei shi wo zan tan mi you en dian man you lian min zong shi bu jiao wo shi qu pan wang rang wo men huan hu ge song rang quan di dou ting jian mi shi zheng jiu shi wo li liang dun pai ying yun hu qiu shi wo xin li you neng li zan mei mi rang quan di dou ting jian
R6-2,PnW,荣耀荣耀荣耀,"这世代要全心地敬拜，坐在宝座全能的神。
这世代要一心称谢你作为，高举你圣名。
这世代因你欢喜快乐，你的名在全地何其美。
这世代要歌颂高举你的名，永远倚靠你。
荣耀，荣耀，荣耀归于你。
圣哉，圣哉，圣哉！
昔在，现在，永在的神，全地都敬拜你。
我们倚靠耶和华，因你慈爱不动摇，
你的能力显为至高。
我们倚靠耶和华，唱诗歌颂你大能，
你坐着为王直到永远。
你坐着为王直到永远。",zhe shi dai yao quan xin di jing bai zuo zai bao zuo quan neng de shen zhe shi dai yao yi xin cheng xie ni zuo wei gao ju ni sheng ming zhe shi dai yin ni huan xi kuai le ni de ming zai quan di he qi mei zhe shi dai yao ge song gao ju ni de ming yong yuan yi kao ni rong yao rong yao rong yao gui yu ni sheng zai sheng zai sheng zai xi zai xian zai yong zai de shen quan di dou jing bai ni wo men yi kao ye he hua yin ni ci ai bu dong yao ni de neng li xian wei zhi gao wo men yi kao ye he hua chang shi ge song ni da neng ni zuo zhe wei wang zhi dao yong yuan ni zuo zhe wei wang zhi dao yong yuan
R6-3,PnW,如鹿渴慕溪水,"神啊，我的心渴慕你，如同鹿渴慕溪水。
唯有你是我心所求，主啊，我要敬拜你。

你愿作我弟兄和朋友，虽然你是尊贵君王。
我爱你胜过世上一切，无人能与你相比。

唯有你能满足我心，你比金银更宝贵。
唯有你使我心喜乐，你是我全心所爱。

你是我的力量盾牌，我灵唯独要向你敞开。
唯有你是我心所求，主啊，我要敬拜你。",shen a wo de xin ke mu ni ru tong lu ke mu xi shui wei you ni shi wo xin suo qiu zhu a wo yao jing bai ni ni yuan zuo wo di xiong he peng you sui ran ni shi zun gui jun wang wo ai ni sheng guo shi shang yi qie wu ren neng yu ni xiang bi wei you ni neng man zu wo xin ni bi jin yin geng bao gui wei you ni shi wo xin xi le ni shi wo quan xin suo ai ni shi wo de li liang dun pai wo ling wei du yao xiang ni chang kai wei you ni shi wo xin suo qiu zhu a wo yao jing bai ni
R8-1,PnW,让我得见你的荣耀,"我的灵安静在你面前，深知道你就在这里。
我的灵降服在你面前，知道你是我的神。
让我得见你的荣面，彰显你心意使我看见。
我要在这里见到你，定意要见你的荣耀。
让我得见你的荣面，回应你心意与你相连。
我要在这里敬拜你，定意要见你的荣耀。
荣耀同在充满在这里，羔羊宝座设立在这里。
让我看见你的荣面，彰显你心意使我看见。
我要在这里见到你，定意要见你的荣耀。
让我得见你的荣面，回应你心意与你相连。
我要在这里敬拜你，定意要见你的荣耀。",wo de ling an jing zai ni mian qian shen zhi dao ni jiu zai zhe li wo de ling xiang fu zai ni mian qian zhi dao ni shi wo de shen rang wo de jian ni de rong mian zhang xian ni xin yi shi wo kan jian wo yao zai zhe li jian dao ni ding yi yao jian ni de rong yao rang wo de jian ni de rong mian hui ying ni xin yi yu ni xiang lian wo yao zai zhe li jing bai ni ding yi yao jian ni de rong yao rong yao tong zai chong man zai zhe li gao yang bao zuo she li zai zhe li rang wo kan jian ni de rong mian zhang xian ni xin yi shi wo kan jian wo yao zai zhe li jian dao ni ding yi yao jian ni de rong yao rang wo de jian ni de rong mian hui ying ni xin yi yu ni xiang lian wo yao zai zhe li jing bai ni ding yi yao jian ni de rong yao
S3-1,PnW,神的爱,"神是爱，
神是爱，
打开你的心高声扬，
打开你的心尽声扬，
天地和万物都宣扬，
把它告诉各地方。
他愿世人知道它。
他愿世人分享它。
他创造天空和那深海洋，
他创造玫瑰和那蔓藤长，
他为失丧人预备生命路，
他创造飞鸟和那蜂蜜忙，
他创造树木和那星闪亮，
用他大能的手来拯救他，
他造一切为你和我因神是爱。神是爱，
空气中我能体会，恩典中我能体会，
随时我都能体会，从最深的海洋，
到那最高高的山，
万物都告诉我神是爱。",shen shi ai shen shi ai da kai ni de xin gao sheng yang da kai ni de xin jin sheng yang tian di he wan wu dou xuan yang ba ta gao su ge di fang ta yuan shi ren zhi dao ta ta yuan shi ren fen xiang ta ta chuang zao tian kong he na shen hai yang ta chuang zao mei gui he na man teng zhang ta wei shi sang ren yu bei sheng ming lu ta chuang zao fei niao he na feng mi mang ta chuang zao shu mu he na xing shan liang yong ta da neng de shou lai zheng jiu ta ta zao yi qie wei ni he wo yin shen shi ai shen shi ai kong qi zhong wo neng ti hui en dian zhong wo neng ti hui sui shi wo dou neng ti hui cong zui shen de hai yang dao na zui gao gao de shan wan wu dou gao su wo shen shi ai
S3-2,PnW,神的话,神的话是我脚前的灯，引领我进入应许之地。神的话是我生命的粮，喂养我灵命得以成长。忧伤时你的话安慰了我，软弱时你的话成我力量。我要将你的话藏在心里，免得我得罪你，我要听从你的话，抓住你的应许，好让我每日更像你。,shen de hua shi wo jiao qian de deng yin ling wo jin ru ying xu zhi di shen de hua shi wo sheng ming de liang wei yang wo ling ming de yi cheng zhang you shang shi ni de hua an wei le wo ruan ruo shi ni de hua cheng wo li liang wo yao jiang ni de hua cang zai xin li mian de wo de zui ni wo yao ting cong ni de hua zhua zhu ni de ying xu hao rang wo mei ri geng xiang ni
S3-3,PnW,神羔羊,"至高权柄 至高神，超越全地一切被造万物。
至高智慧 高过人的道路，唯有你是全知全能神。
至高国度，至高君，超越全地一切奇妙丰富。
至尊至贵 胜过世界财富，天上地下唯一的爱慕。
神羔羊，宝血为我流，胜死亡，荣耀地复活。
耶稣，宝贵神羔羊，为我受死；为我复活，神羔羊。",zhi gao quan bing zhi gao shen chao yue quan di yi qie bei zao wan wu zhi gao zhi hui gao guo ren de dao lu wei you ni shi quan zhi quan neng shen zhi gao guo du zhi gao jun chao yue quan di yi qie qi miao feng fu zhi zun zhi gui sheng guo shi jie cai fu tian shang di xia wei yi de ai mu shen gao yang bao xue wei wo liu sheng si wang rong yao di fu huo ye su bao gui shen gao yang wei wo shou si wei wo fu huo shen gao yang
S3-4,PnW,生之颂,"主啊我感谢你，因为你创造美丽，
主啊我感谢你，让我知什么是甜蜜，
夕阳告诉我美丽，花露告诉我甜蜜，
宇宙的无限，太阳的永恒，都是你所造。
轻轻的微风使我感觉到温柔，
主啊我感谢你，教导我认识生命。

主啊我感谢你，因为你赐下快乐，
主啊我感谢你，让我能体会到纯洁，
小鸟歌声真快乐，雪花告诉我纯洁，
宇宙的无限，太阳的永恒，都是你所造。
轻轻的微风使我感觉到温柔，
主啊我感谢你，教导我认识生命。",zhu a wo gan xie ni yin wei ni chuang zao mei li zhu a wo gan xie ni rang wo zhi shen me shi tian mi xi yang gao su wo mei li hua lu gao su wo tian mi yu zhou de wu xian tai yang de yong heng dou shi ni suo zao qing qing de wei feng shi wo gan jue dao wen rou zhu a wo gan xie ni jiao dao wo ren shi sheng ming zhu a wo gan xie ni yin wei ni ci xia kuai le zhu a wo gan xie ni rang wo neng ti hui dao chun jie xiao niao ge sheng zhen kuai le xue hua gao su wo chun jie yu zhou de wu xian tai yang de yong heng dou shi ni suo zao qing qing de wei feng shi wo gan jue dao wen rou zhu a wo gan xie ni jiao dao wo ren shi sheng ming
S3-5,PnW,是耶稣,"你是否渴望得着那满足的喜乐
你是否渴望得着那永远的福乐
是谁能够使你的心充满欢喜
是谁能够使你的灵完全快乐
哦 是耶稣
他使我的哀哭变欢呼
哦 是耶稣
他深知道你我的愁苦
哦 赞美主
他使每个黑夜变白昼
哦 救主
他是永恒生命的主",ni shi fou ke wang de zhe na man zu de xi le ni shi fou ke wang de zhe na yong yuan de fu le shi shui neng gou shi ni de xin chong man huan xi shi shui neng gou shi ni de ling wan quan kuai le o shi ye su ta shi wo de ai ku bian huan hu o shi ye su ta shen zhi dao ni wo de chou ku o zan mei zhu ta shi mei ge hei ye bian bai zhou o jiu zhu ta shi yong heng sheng ming de zhu
S4-1,PnW,深触我心,耶稣诚然担当我们的忧患，背负我们痛苦。耶稣为我们的过犯受害，为我们的罪孽压伤。因你受的刑罚，我们得平安，因你受的鞭伤，我们得医治，完全得医治。感谢耶稣，我的救主，我得平安，我得医治。我的耶稣，爱我的主，你的恩典深触我心。,ye su cheng ran dan dang wo men de you huan bei fu wo men tong ku ye su wei wo men de guo fan shou hai wei wo men de zui nie ya shang yin ni shou de xing fa wo men de ping an yin ni shou de bian shang wo men de yi zhi wan quan de yi zhi gan xie ye su wo de jiu zhu wo de ping an wo de yi zhi wo de ye su ai wo de zhu ni de en dian shen chu wo xin
S4-2,PnW,神的道路,"神的道路，高过人的路，
神的意念，高过人的意念，
祂的心里有蓝图，
祂的时间不错误，
一步一步带领你前途，
祂立大地为根基，
祂让云彩空中飘浮，
是祂创造，生命气息，
是祂应许照顾赐福，
神造万物各按其时，
耐心等待必要欢呼。
啊——啊——
耐心等待要欢呼。",shen de dao lu gao guo ren de lu shen de yi nian gao guo ren de yi nian ta de xin li you lan tu ta de shi jian bu cuo wu yi bu yi bu dai ling ni qian tu ta li da di wei gen ji ta rang yun cai kong zhong piao fu shi ta chuang zao sheng ming qi xi shi ta ying xu zhao gu ci fu shen zao wan wu ge an qi shi nai xin deng dai bi yao huan hu a —— a —— nai xin deng dai yao huan hu
S4-3,PnW,生命之花,"生命之花
萌芽自熊熊的火焰
在艰难中升华
困苦中绽放
生命之花
含着重重的考验
在忍耐中伸展
失败中成长

让使命照亮我的梦想
不停流露出生命芬芳
迎刺骨寒风
茫茫飞雪
依然屹立
越冷越香
因我深知我信的是谁
我信的是造天地的主
有公义冠冕
为我存留
直到那日
他必与我同在

苦难是祝福的一种包装
试炼是成圣的摇篮",sheng ming zhi hua meng ya zi xiong xiong de huo yan zai jian nan zhong sheng hua kun ku zhong zhan fang sheng ming zhi hua han zhuo zhong zhong de kao yan zai ren nai zhong shen zhan shi bai zhong cheng zhang rang shi ming zhao liang wo de meng xiang bu ting liu lu chu sheng ming fen fang ying ci gu han feng mang mang fei xue yi ran yi li yue leng yue xiang yin wo shen zhi wo xin de shi shui wo xin de shi zao tian di de zhu you gong yi guan mian wei wo cun liu zhi dao na ri ta bi yu wo tong zai ku nan shi zhu fu de yi zhong bao zhuang shi lian shi cheng sheng de yao lan
S4-4,PnW,十架的爱,"谦卑的君王，荣耀的君王，祢甘心卑微顺服，舍命在十架上。
谦卑的君王，荣耀的君王，我得医治，因祢鞭伤，无尽恩典，我心感恩。
十架的爱，何等奇妙，超乎我所求所想；洗净我罪，脱离污秽，穿上公义洁白衣裳。
十架的爱，何等奇妙，我生命从此不再一样；带我重回天父怀抱，在永恒里我不停歌唱，十架的爱。",qian bei de jun wang rong yao de jun wang mi gan xin bei wei shun fu she ming zai shi jia shang qian bei de jun wang rong yao de jun wang wo de yi zhi yin mi bian shang wu jin en dian wo xin gan en shi jia de ai he deng qi miao chao hu wo suo qiu suo xiang xi jing wo zui tuo li wu hui chuan shang gong yi jie bai yi shang shi jia de ai he deng qi miao wo sheng ming cong ci bu zai yi yang dai wo zhong hui tian fu huai bao zai yong heng li wo bu ting ge chang shi jia de ai
S4-5,PnW,世界真光,"世界真光，你照亮黑暗世界，开我双眼能看见。
永恒君王，你圣名已被尊崇，在高天上得荣耀。
主，你荣美使我心敬拜你，我愿一生跟随你。
你因着爱来世间成为人子，为我们成为贫穷。
如今我来敬拜，如今向你俯伏，我要向你说：你是我神！
主，你是全然美丽，你是完全配得，你是何等奇妙，我的主。
永不明了何等代价，你为我罪钉在十架。",shi jie zhen guang ni zhao liang hei an shi jie kai wo shuang yan neng kan jian yong heng jun wang ni sheng ming yi bei zun chong zai gao tian shang de rong yao zhu ni rong mei shi wo xin jing bai ni wo yuan yi sheng gen sui ni ni yin zhe ai lai shi jian cheng wei ren zi wei wo men cheng wei pin qiong ru jin wo lai jing bai ru jin xiang ni fu fu wo yao xiang ni shuo ni shi wo shen zhu ni shi quan ran mei li ni shi wan quan pei de ni shi he deng qi miao wo de zhu yong bu ming le he deng dai jia ni wei wo zui ding zai shi jia
S4-6,PnW,世界之光,"耶稣 世界的盼望
唯一的真光 照亮一切黑暗
耶稣 道路真理和生命
配得至圣尊荣 直到永远
万国万民 齐来敬拜
在圣洁的光中 高举耶稣基督的名
天上地下 齐来敬拜
愿荣耀都归你 愿荣耀都归你 世界之光
哈利路亚 哈利路亚",ye su shi jie de pan wang wei yi de zhen guang zhao liang yi qie hei an ye su dao lu zhen li he sheng ming pei de zhi sheng zun rong zhi dao yong yuan wan guo wan min qi lai jing bai zai sheng jie de guang zhong gao ju ye su ji du de ming tian shang di xia qi lai jing bai yuan rong yao dou gui ni yuan rong yao dou gui ni shi jie zhi guang ha li lu ya ha li lu ya
S4-7,PnW,是你的爱,"多么丰富无条件的爱，
无法测度一直都存在。
这就是耶稣祢的爱，
陪伴我永不离开。
心不再寂寞，因为我是祢最爱。
我是祢最爱。

祢的爱高过星宿海洋，
祢的爱大过我所想像，
祢对我的爱永远都不会更改；
祢的爱胜过黑暗死亡，
祢的爱温暖我像太阳，
祢对我的爱不会因时间更改。

不管是现在的事，
还是那将来的事，
都不能隔绝祢对我的爱；
不管是现在的事，
还是那将来的事，
都不能隔绝祢的爱。
这是祢的爱。",duo me feng fu wu tiao jian de ai wu fa ce duo yi zhi dou cun zai zhe jiu shi ye su mi de ai pei ban wo yong bu li kai xin bu zai ji mo yin wei wo shi mi zui ai wo shi mi zui ai mi de ai gao guo xing xiu hai yang mi de ai da guo wo suo xiang xiang mi dui wo de ai yong yuan dou bu hui geng gai mi de ai sheng guo hei an si wang mi de ai wen nuan wo xiang tai yang mi dui wo de ai bu hui yin shi jian geng gai bu guan shi xian zai de shi hai shi na jiang lai de shi dou bu neng ge jue mi dui wo de ai bu guan shi xian zai de shi hai shi na jiang lai de shi dou bu neng ge jue mi de ai zhe shi mi de ai
S4-8,PnW,谁能像祢,"谁能像你承担我忧虑
使我得安宁洁净我心灵
谁能像你摆上你自己
成为挽回祭赐我新生命
在这幽暗的途中
我要紧紧地跟随你
在这悖逆的时代
我要将生命献给你
因无人像你
谁能像你
亲爱主耶稣
如此深触我心",shui neng xiang ni cheng dan wo you lv shi wo de an ning jie jing wo xin ling shui neng xiang ni bai shang ni zi ji cheng wei wan hui ji ci wo xin sheng ming zai zhe you an de tu zhong wo yao jin jin di gen sui ni zai zhe bei ni de shi dai wo yao jiang sheng ming xian gei ni yin wu ren xiang ni shui neng xiang ni qin ai zhu ye su ru ci shen chu wo xin
S5-1,PnW,圣洁归于祢,"耶稣祢名超乎万名之名，在世上无一人能相比。
耶稣所有权柄尊荣归于祢，齐宣告，让世界都知道。
圣洁，圣洁，圣洁归于祢，荣耀，荣耀归于主圣名；
圣洁，圣洁，圣洁归于祢圣名，万膝跪拜，还要敬拜我主。
万国万邦，万口承认，耶稣基督是荣耀君王。
万国万邦，万口承认，耶稣基督是荣耀君王。",ye su mi ming chao hu wan ming zhi ming zai shi shang wu yi ren neng xiang bi ye su suo you quan bing zun rong gui yu mi qi xuan gao rang shi jie dou zhi dao sheng jie sheng jie sheng jie gui yu mi rong yao rong yao gui yu zhu sheng ming sheng jie sheng jie sheng jie gui yu mi sheng ming wan xi gui bai hai yao jing bai wo zhu wan guo wan bang wan kou cheng ren ye su ji du shi rong yao jun wang wan guo wan bang wan kou cheng ren ye su ji du shi rong yao jun wang
S5-2,PnW,圣洁全能主,"荣耀和尊贵，感谢都归于你，从永远到永远高坐宝座上。
荣耀和尊贵，感谢都归于你，昔在今在永在君主。
圣洁全能主，何等尊贵。
荣耀至高神，我敬拜你，圣洁全能主，至高的主。
荣耀尊贵和颂赞都归你。",rong yao he zun gui gan xie dou gui yu ni cong yong yuan dao yong yuan gao zuo bao zuo shang rong yao he zun gui gan xie dou gui yu ni xi zai jin zai yong zai jun zhu sheng jie quan neng zhu he deng zun gui rong yao zhi gao shen wo jing bai ni sheng jie quan neng zhu zhi gao de zhu rong yao zun gui he song zan dou gui ni
S5-3,PnW,神为你开路,"神为你开路
即使前方疑无路
他行奇事人不能知
他会为你开新路
他是我的主
与我肩并肩同步
人的尽头神的开始
我的新盼望
我的新路向",shen wei ni kai lu ji shi qian fang yi wu lu ta xing qi shi ren bu neng zhi ta hui wei ni kai xin lu ta shi wo de zhu yu wo jian bing jian tong bu ren de jin tou shen de kai shi wo de xin pan wang wo de xin lu xiang
S5-4,PnW,生命的凯歌,"曙光乍现天空中一片明亮
和煦朝阳轻抚着我的脸庞
空气里充满着花香鸟语
总诉说你荣美和慈爱
今天的我要活得不一样
主的双手引领我直前的路
神的大能是我的坚固膀臂
纵有风浪和艰难
我仍赞美我们的神
高声颂扬
丰盛的生命就在你我前方
天路历程赢得凯歌高唱
丰盛的生命就在你我前方
主必应许赐我们力量",shu guang zha xian tian kong zhong yi pian ming liang he xu zhao yang qing fu zhe wo de lian pang kong qi li chong man zhe hua xiang niao yu zong su shuo ni rong mei he ci ai jin tian de wo yao huo de bu yi yang zhu de shuang shou yin ling wo zhi qian de lu shen de da neng shi wo de jian gu bang bi zong you feng lang he jian nan wo reng zan mei wo men de shen gao sheng song yang feng sheng de sheng ming jiu zai ni wo qian fang tian lu li cheng ying de kai ge gao chang feng sheng de sheng ming jiu zai ni wo qian fang zhu bi ying xu ci wo men li liang
S5-5,PnW,诗篇23篇,"耶和华是我的牧者
我必不至缺乏
他使我躺卧青草地上
领我在可安歇的水边
他使我的灵魂苏醒
使我灵魂苏醒
为自己的名 引导我走义路
引导我走义路
我虽然行过死荫幽谷
也不怕遭害
因为你与我同在
你的杖和竿都安慰我
在我敌人面前你为我摆设筵席
你用油膏了我的头
使我福杯满溢
我一生一世必有恩惠
慈爱随着我
我且要住在耶和华的殿中
直到永永远远",ye he hua shi wo de mu zhe wo bi bu zhi que fa ta shi wo tang wo qing cao di shang ling wo zai ke an xie de shui bian ta shi wo de ling hun su xing shi wo ling hun su xing wei zi ji de ming yin dao wo zou yi lu yin dao wo zou yi lu wo sui ran xing guo si yin you gu ye bu pa zao hai yin wei ni yu wo tong zai ni de zhang he gan dou an wei wo zai wo di ren mian qian ni wei wo bai she yan xi ni yong you gao le wo de tou shi wo fu bei man yi wo yi sheng yi shi bi you en hui ci ai sui zhe wo wo qie yao zhu zai ye he hua de dian zhong zhi dao yong yong yuan yuan
S5-6,PnW,世人需要主,"人群走过我身旁，眼中忧愁无方向
心灵空虚又孤单，今朝又渺茫
多少挫折与困难，几乎已绝望
欢笑掩饰着忧伤，只有主看见

世人需要主，世人需要主
破碎美梦的尽头，恩门主打开
世人需要主，世人需要主
我们何时觉醒，（我们要舍生命）
因世人需要主！

世人需要主光照，过去错误才知道
不惜代价抢救灵魂，昼夜传扬主救恩
让人体会主的爱，彻悟能悔改
他们需要主福音，我们快传扬！",ren qun zou guo wo shen pang yan zhong you chou wu fang xiang xin ling kong xu you gu dan jin zhao you miao mang duo shao cuo zhe yu kun nan ji hu yi jue wang huan xiao yan shi zhe you shang zhi you zhu kan jian shi ren xu yao zhu shi ren xu yao zhu po sui mei meng de jin tou en men zhu da kai shi ren xu yao zhu shi ren xu yao zhu wo men he shi jue xing （ wo men yao she sheng ming ） yin shi ren xu yao zhu shi ren xu yao zhu guang zhao guo qu cuo wu cai zhi dao bu xi dai jia qiang jiu ling hun zhou ye chuan yang zhu jiu en rang ren ti hui zhu de ai che wu neng hui gai ta men xu yao zhu fu yin wo men kuai chuan yang
S6-1,PnW,沙漠中的赞美,"神关起一扇门，他必开一条新路。不疑惑，不软弱，我心仍要赞美。凡事信靠主，不失去盼望，因为我的主仍然在掌权。
赏赐的在于你，收取的你必代替。神旨意不能拦阻，我心仍要赞美。凡事信靠主，不失去盼望，因为我的主仍然在掌权。
他必在沙漠开江河，在旷野开道路，虽四面受敌却不被困住。我要在沙漠中赞美，在旷野中宣告：我的主永远掌权。",shen guan qi yi shan men ta bi kai yi tiao xin lu bu yi huo bu ruan ruo wo xin reng yao zan mei fan shi xin kao zhu bu shi qu pan wang yin wei wo de zhu reng ran zai zhang quan shang ci de zai yu ni shou qu de ni bi dai ti shen zhi yi bu neng lan zu wo xin reng yao zan mei fan shi xin kao zhu bu shi qu pan wang yin wei wo de zhu reng ran zai zhang quan ta bi zai sha mo kai jiang he zai kuang ye kai dao lu sui si mian shou di que bu bei kun zhu wo yao zai sha mo zhong zan mei zai kuang ye zhong xuan gao wo de zhu yong yuan zhang quan
S6-2,PnW,生命影响生命,"亲爱主 请你悦纳我心
一切我所有 甘心为你用
亲爱主 请你浇灌我灵
塑造 炼净我
只求能荣耀你名

我愿意献上我的生命
成为你手中圣洁的器皿
不再去效法世界
只求我心意能更新

让我的一切行为言语
滋润我周围枯萎的心灵
愿我的生命能够成为
影响生命的生命",qin ai zhu qing ni yue na wo xin yi qie wo suo you gan xin wei ni yong qin ai zhu qing ni jiao guan wo ling su zao lian jing wo zhi qiu neng rong yao ni ming wo yuan yi xian shang wo de sheng ming cheng wei ni shou zhong sheng jie de qi min bu zai qu xiao fa shi jie zhi qiu wo xin yi neng geng xin rang wo de yi qie xing wei yan yu zi run wo zhou wei ku wei de xin ling yuan wo de sheng ming neng gou cheng wei ying xiang sheng ming de sheng ming
S7-1,PnW,上帝的爱真奇妙,"天空七彩的虹桥，轻风扬起的微笑。
上帝的爱真奇妙，只要用心就能明了。
树梢吟唱的小鸟，海浪舞动的曲调。
上帝的爱真美好，只要聆听就能知道。
上帝的爱真奇妙，天涯海角永不动摇。
上帝的爱真美好，恩典慈爱伴你到老。
敞开心领受祂爱的拥抱，祂的爱是一生最珍贵的至宝。",tian kong qi cai de hong qiao qing feng yang qi de wei xiao shang di de ai zhen qi miao zhi yao yong xin jiu neng ming liao shu shao yin chang de xiao niao hai lang wu dong de qu diao shang di de ai zhen mei hao zhi yao ling ting jiu neng zhi dao shang di de ai zhen qi miao tian ya hai jiao yong bu dong yao shang di de ai zhen mei hao en dian ci ai ban ni dao lao chang kai xin ling shou ta ai de yong bao ta de ai shi yi sheng zui zhen gui de zhi bao
